카테고리,검색어,제목,상태,가격,지역,등록시각,채팅수,관심수,조회수,매너온도,판매자닉네임,상세카테고리,거래희망장소,상세설명
분유포트,브레짜 분유포트,브레짜 분유포트기 23년5월제조,거래중,"100,000원",남양읍,2026-03-15,0,8,0,36.5℃,번개장터판매자,유아동,경기도 화성시 남양읍,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [원문링크] https://m.bunjang.co.kr/products/276636169
분유포트,브레짜 분유포트,베이비브레짜 분유제조기(미사용새상품),거래중,"210,000원",,2026-03-12,0,3,0,36.5℃,번개장터판매자,유아동,,[출처] 번개장터 | [상품상태] 새상품 | [배송] 무료배송 | [원문링크] https://m.bunjang.co.kr/products/394718349
분유포트,브레짜 분유포트,"베이비브레짜 분유제조기 미사용(개봉만), 깔대기 2개",거래중,"300,000원",,2026-03-11,0,0,0,36.5℃,번개장터판매자,유아동,,[출처] 번개장터 | [상품상태] 새상품 | [배송] 배송비별도 | [태그] 베이비브레짜 | [원문링크] https://m.bunjang.co.kr/products/394475680
분유포트,브레짜 분유포트,베이비브레짜 Formula Pro Advanced 자동분유제조기,거래중,"260,000원",도화동,2026-02-23,0,0,0,36.5℃,번개장터판매자,유아동,서울특별시 마포구 도화동,[출처] 번개장터 | [상품상태] 새상품 | [배송] 배송비별도 | [원문링크] https://m.bunjang.co.kr/products/390990692
분유포트,브레짜 분유포트,브레짜 분유제조기 가방포함 깔대기 5개,거래중,"120,000원",,2026-02-06,0,0,0,36.5℃,번개장터판매자,유아동,,[출처] 번개장터 | [상품상태] 중고 | [배송] 무료배송 | [원문링크] https://m.bunjang.co.kr/products/350490000
분유포트,브레짜 분유포트,베이비 브레짜 화이트,거래중,"210,000원",용강동,2026-01-20,0,1,0,36.5℃,번개장터판매자,유아동,경상북도 경주시 용강동,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [태그] 수유 베이비브레짜 분유 아기용품 | [원문링크] https://m.bunjang.co.kr/products/383711612
분유포트,브레짜 분유포트,버들맘마 자동분유 제조기,예약중,"55,000원",황금2동,2025-12-30,0,0,0,36.5℃,번개장터판매자,유아동,대구광역시 수성구 황금2동,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [태그] 버들맘마 자동분유제조기 자동분유세척기 분유제조기 브레짜 | [원문링크] https://m.bunjang.co.kr/products/379283328
분유포트,브레짜 분유포트,베이비브레짜분유제조기,거래중,"300,000원",진잠동,2025-12-18,0,0,0,36.5℃,번개장터판매자,유아동,대전광역시 유성구 진잠동,[출처] 번개장터 | [상품상태] 새상품 | [배송] 배송비별도 | [원문링크] https://m.bunjang.co.kr/products/376828224
분유포트,브레짜 분유포트,브레짜 분유제조기,거래중,"35,000원",,2025-12-14,0,2,0,36.5℃,번개장터판매자,유아동,,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [원문링크] https://m.bunjang.co.kr/products/375978703
분유포트,브레짜 분유포트,브레짜 분유제조기,거래중,"210,000원",,2025-11-16,0,0,0,36.5℃,번개장터판매자,유아동,,[출처] 번개장터 | [상품상태] 중고 | [배송] 무료배송 | [태그] 브레짜 분유제조기 | [원문링크] https://m.bunjang.co.kr/products/369596804
분유포트,브레짜 분유포트,베이비 브레짜 자동 분유 제조기,거래중,"270,000원",,2025-10-14,0,0,0,36.5℃,번개장터판매자,유아동,,[출처] 번개장터 | [상품상태] 새상품 | [배송] 무료배송 | [원문링크] https://m.bunjang.co.kr/products/362536787
분유포트,브레짜 분유포트,26년1월구매) 베이비브레짜 자동 분유제조기,거래완료,"150,000원",답십리제1동,2026-07-13,0,1,0,36.5℃,번개장터판매자,유아동,서울특별시 동대문구 답십리제1동,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [태그] 베이비브레짜 분유제조기 유아용품 분유 | [원문링크] https://m.bunjang.co.kr/products/419735206
분유포트,브레짜 분유포트,2026년 6월구매 베이비 브레짜 분유제조기,거래완료,"150,000원",광교2동,2026-07-11,0,1,0,36.5℃,번개장터판매자,유아동,경기도 수원시 영통구 광교2동,[출처] 번개장터 | [상품상태] 중고 | [배송] 무료배송 | [태그] 베이비브레짜 브레짜 분유제조기 브레짜분유제조기 분유포트 | [원문링크] https://m.bunjang.co.kr/products/419162149
분유포트,브레짜 분유포트,베이비브레짜 분유제조기,거래완료,"210,000원",사당제2동,2026-06-20,0,0,0,36.5℃,번개장터판매자,유아동,서울특별시 동작구 사당제2동,[출처] 번개장터 | [상품상태] 새상품 | [배송] 무료배송 | [태그] 베이비브레짜 분유제조기 | [원문링크] https://m.bunjang.co.kr/products/415074216
분유포트,브레짜 분유포트,"[DDB하남,S급] 베이비브레짜 신형 자동 분유제조기 BRZFRP-2A",거래완료,"90,000원",,2026-06-13,0,1,0,36.5℃,번개장터판매자,유아동,,[출처] 번개장터 | [상품상태] 중고 | [배송] 무료배송 | [태그] 분유제조기 베이비브레짜 분유 블렌더 분유제조 | [원문링크] https://m.bunjang.co.kr/products/410648727
분유포트,브레짜 분유포트,브레짜 분유제조기,거래완료,"70,000원",,2026-06-08,0,0,0,36.5℃,번개장터판매자,유아동,,[출처] 번개장터 | [상품상태] 중고 | [배송] 무료배송 | [원문링크] https://m.bunjang.co.kr/products/413117417
밥솥,쿠쿠 밥솥,쿠쿠 트윈프레셔 저당 IH밥솥 새제품,거래중,"459,000원",풍암동,2026-08-27,0,8,0,36.5℃,번개장터판매자,생활가전,광주광역시 서구 풍암동,[출처] 번개장터 | [상품상태] 새상품 | [배송] 무료배송 | [태그] 쿠쿠밥솥 전기밥솥 압력밥솥 쿠첸 cuckoo | [원문링크] https://m.bunjang.co.kr/products/371762188
밥솥,쿠쿠 밥솥,쿠쿠 CRP-QS107FG 로즈골드 전기밥솥,거래중,"139,000원",,2026-08-27,0,1,0,36.5℃,번개장터판매자,생활가전,,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [원문링크] https://m.bunjang.co.kr/products/373012988
밥솥,쿠쿠 밥솥,쿠쿠 미니 에그밥솥(상태좋음),거래중,"50,000원",용호제3동,2026-08-27,0,0,0,36.5℃,번개장터판매자,생활가전,부산광역시 남구 용호제3동,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [원문링크] https://m.bunjang.co.kr/products/426141604
밥솥,쿠쿠 밥솥,쿠쿠 30인용 업소용 대용량 전기보온밥솥 CR-3055B,거래중,"78,000원",,2026-08-27,0,0,0,36.5℃,번개장터판매자,생활가전,,[출처] 번개장터 | [상품상태] 중고 | [배송] 무료배송 | [원문링크] https://m.bunjang.co.kr/products/426131270
밥솥,쿠쿠 밥솥,쿠쿠 10인용 전기압력밥솥 CRP-QK1010BUG,거래중,"110,000원",,2026-08-27,0,0,0,36.5℃,번개장터판매자,생활가전,,[출처] 번개장터 | [상품상태] 중고 | [배송] 무료배송 | [원문링크] https://m.bunjang.co.kr/products/426127336
밥솥,쿠쿠 밥솥,CUCKOO 전기밥솥 6인용 저렴하게 구입하세요,거래중,"30,000원",,2026-08-27,0,0,0,36.5℃,번개장터판매자,생활가전,,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [태그] 쿠쿠6인용밥솥 중고밥솥 밥솥중고 전기압력밥솥 전기밥솥중고 | [원문링크] https://m.bunjang.co.kr/products/425805385
밥솥,쿠쿠 밥솥,쿠쿠 전기IH압력밥솥 6인용 음성기능 저렴하게 구입하세요,거래중,"70,000원",,2026-08-27,0,2,0,36.5℃,번개장터판매자,생활가전,,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [태그] 쿠쿠전기밥솥 중고압력밥솥 6인용압력밥솥 압력밥솥 전기압력밥솥중고 | [원문링크] https://m.bunjang.co.kr/products/424664976
밥솥,쿠쿠 밥솥,쿠쿠밥솥 미개봉 팔아요,거래중,"270,000원",,2026-08-27,0,9,0,36.5℃,번개장터판매자,생활가전,,[출처] 번개장터 | [상품상태] 새상품 | [배송] 무료배송 | [태그] 밭솥 밥솥 쿠쿠밥솥 밥 쌀밥 | [원문링크] https://m.bunjang.co.kr/products/415446195
밥솥,쿠쿠 밥솥,(쿠쿠) RT067FP 압력밥솥 6인용 초고압 무압취사 음성안내 자동세척,거래중,"52,000원",,2026-08-27,0,5,0,36.5℃,번개장터판매자,생활가전,,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [원문링크] https://m.bunjang.co.kr/products/409731796
밥솥,쿠쿠 밥솥,<새 상품> 정품 쿠쿠 밥솥,거래중,"275,000원",남산면,2026-08-27,0,5,0,36.5℃,번개장터판매자,생활가전,강원특별자치도 춘천시 남산면,[출처] 번개장터 | [상품상태] 새상품 | [배송] 무료배송 | [원문링크] https://m.bunjang.co.kr/products/402913359
밥솥,쿠쿠 밥솥,쿠쿠 IH압력밥솥 1등급 음성가드  무압.고압취사,거래중,"140,000원",오류동,2026-08-27,0,19,0,36.5℃,번개장터판매자,생활가전,대전광역시 중구 오류동,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [원문링크] https://m.bunjang.co.kr/products/403202375
밥솥,쿠쿠 밥솥,쿠쿠 IH압력밥솥 음성가드 1등급  고급형,거래중,"135,000원",오류동,2026-08-27,0,8,0,36.5℃,번개장터판매자,생활가전,대전광역시 중구 오류동,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [원문링크] https://m.bunjang.co.kr/products/397118616
밥솥,쿠쿠 밥솥,쿠쿠 IH 밥솥 HUF10BS,거래중,"85,000원",,2026-08-27,0,1,0,36.5℃,번개장터판매자,생활가전,,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [원문링크] https://m.bunjang.co.kr/products/424861557
밥솥,쿠쿠 밥솥,쿠쿠 6인용 IH 압력밥솥 FHR0610FD(급처분),거래중,"115,000원",,2026-08-27,0,7,0,36.5℃,번개장터판매자,생활가전,,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [원문링크] https://m.bunjang.co.kr/products/402469275
밥솥,쿠쿠 밥솥,쿠쿠 전기밥솥,거래중,"25,000원",,2026-08-27,0,5,0,36.5℃,번개장터판매자,생활가전,,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [원문링크] https://m.bunjang.co.kr/products/385694806
밥솥,쿠쿠 밥솥,쿠쿠 IH 전기압력밥솥,거래중,"50,000원",,2026-08-27,0,2,0,36.5℃,번개장터판매자,생활가전,,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [원문링크] https://m.bunjang.co.kr/products/407421528
밥솥,쿠쿠 밥솥,89  쿠쿠6인용 전기압력밥솥,거래중,"150,000원",,2026-08-27,0,4,0,36.5℃,번개장터판매자,생활가전,,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [원문링크] https://m.bunjang.co.kr/products/399728996
밥솥,쿠쿠 밥솥,94 쿠쿠10인용 전기압력밥솥,거래중,"140,000원",,2026-08-27,0,10,0,36.5℃,번개장터판매자,생활가전,,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [원문링크] https://m.bunjang.co.kr/products/393842634
밥솥,쿠쿠 밥솥,24. 쿠쿠6인용 전기압력밥솥,거래중,"70,000원",,2026-08-27,0,8,0,36.5℃,번개장터판매자,생활가전,,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [원문링크] https://m.bunjang.co.kr/products/315311099
밥솥,쿠쿠 밥솥,5419   쿠쿠6인용 전기압력밥솥,거래중,"110,000원",,2026-08-27,0,17,0,36.5℃,번개장터판매자,생활가전,,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [원문링크] https://m.bunjang.co.kr/products/283981592
밥솥,쿠쿠 밥솥,쿠쿠 IH 전기밥솥 JHT0610FS,거래중,"92,000원",새솔동,2026-08-27,0,2,0,36.5℃,번개장터판매자,생활가전,경기도 화성시 만세구 새솔동,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [원문링크] https://m.bunjang.co.kr/products/424618864
밥솥,쿠쿠 밥솥,쿠쿠10인용 압력밥솥,거래중,"59,000원",호평동,2026-08-27,0,0,0,36.5℃,번개장터판매자,생활가전,경기도 남양주시 호평동,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [원문링크] https://m.bunjang.co.kr/products/424455151
밥솥,쿠쿠 밥솥,쿠쿠 IH 압력밥솥 3~4인용,거래중,"54,000원",용호제3동,2026-08-27,0,0,0,36.5℃,번개장터판매자,생활가전,부산광역시 남구 용호제3동,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [원문링크] https://m.bunjang.co.kr/products/425518325
밥솥,쿠쿠 밥솥,쿠쿠 10인용 2기압 압력밥솥 FHR1010FG,거래중,"90,000원",,2026-08-27,0,1,0,36.5℃,번개장터판매자,생활가전,,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [원문링크] https://m.bunjang.co.kr/products/424280414
밥솥,쿠쿠 밥솥,쿠쿠 IH 밥솥 HWXF1070FR 레드,거래중,"69,000원",가락2동,2026-08-27,0,0,0,36.5℃,번개장터판매자,생활가전,서울특별시 송파구 가락2동,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [원문링크] https://m.bunjang.co.kr/products/425984958
밥솥,쿠쿠 밥솥,쿠쿠 IH 전기밥솥 HWF1060FB,거래중,"69,000원",가락2동,2026-08-27,0,0,0,36.5℃,번개장터판매자,생활가전,서울특별시 송파구 가락2동,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [원문링크] https://m.bunjang.co.kr/products/425984313
밥솥,쿠쿠 밥솥,IH 압력밥솥 내솥 쿠쿠 10인용,거래중,"38,000원",,2026-08-27,0,2,0,36.5℃,번개장터판매자,생활가전,,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [태그] 쿠쿠내솥10인용 쿠쿠 내솥 | [원문링크] https://m.bunjang.co.kr/products/425216106
밥솥,쿠쿠 밥솥,쿠쿠 X-wall 밥솥 내솥 10인용,거래중,"35,000원",,2026-08-27,0,1,0,36.5℃,번개장터판매자,생활가전,,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [태그] 쿠쿠10인용내솥 10인용내솥 Xwell 쿠쿠 | [원문링크] https://m.bunjang.co.kr/products/425019275
밥솥,쿠쿠 밥솥,쿠쿠 전기밥솥 CR-0681Y 6인용,거래중,"70,000원",,2026-08-27,0,2,0,36.5℃,번개장터판매자,생활가전,,[출처] 번개장터 | [상품상태] 새상품 | [배송] 배송비별도 | [태그] 쿠쿠 쿠쿠밥솥 쿠쿠전기밥솥 자취밥솥 미니밥솥새상품 | [원문링크] https://m.bunjang.co.kr/products/422258163
밥솥,쿠쿠 밥솥,밥솥 < 쿠쿠 CR-0675FW 6인용 > 팝니다,거래중,"30,000원",고강본동,2026-08-26,0,0,0,36.5℃,번개장터판매자,생활가전,경기도 부천시 오정구 고강본동,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [태그] 밥솥 자취 | [원문링크] https://m.bunjang.co.kr/products/425962800
밥솥,쿠쿠 밥솥,쿠쿠 6인용 압력밥솥,거래중,"45,000원",,2026-08-26,0,3,0,36.5℃,번개장터판매자,생활가전,,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [원문링크] https://m.bunjang.co.kr/products/425018319
밥솥,쿠쿠 밥솥,쿠쿠압력밥솥,거래중,"70,000원",구포제3동,2026-08-26,0,0,0,36.5℃,번개장터판매자,생활가전,부산광역시 북구 구포제3동,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [원문링크] https://m.bunjang.co.kr/products/425868105
밥솥,쿠쿠 밥솥,쿠쿠 IH 10인용 스마트 IH 밥솥 JHR1020FD,거래중,"90,000원",,2026-08-26,0,0,0,36.5℃,번개장터판매자,생활가전,,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [원문링크] https://m.bunjang.co.kr/products/425817034
밥솥,쿠쿠 밥솥,쿠쿠 전기밥솥 6인용 레드,거래중,"37,000원",지동,2026-08-26,0,1,0,36.5℃,번개장터판매자,생활가전,경기도 수원시 팔달구 지동,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [원문링크] https://m.bunjang.co.kr/products/418041920
밥솥,쿠쿠 밥솥,쿠쿠 전기밥솥압력밥솥주방인덕션잔자렌지앰비프라이팬쿠첸,거래중,"15,000원",,2026-08-26,0,0,0,36.5℃,번개장터판매자,생활가전,,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [원문링크] https://m.bunjang.co.kr/products/425256560
밥솥,쿠쿠 밥솥,쿠쿠 IH 전기밥솥 DHP0610FD,거래중,"90,000원",영통2동,2026-08-26,0,0,0,36.5℃,번개장터판매자,생활가전,경기도 수원시 영통구 영통2동,[출처] 번개장터 | [상품상태] 중고 | [배송] 무료배송 | [원문링크] https://m.bunjang.co.kr/products/425787456
밥솥,쿠쿠 밥솥,쿠쿠10인용 압력밥솥,거래중,"49,900원",호평동,2026-08-26,0,0,0,36.5℃,번개장터판매자,생활가전,경기도 남양주시 호평동,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [원문링크] https://m.bunjang.co.kr/products/425769236
밥솥,쿠쿠 밥솥,[전기압력밥솥] 쿠쿠 6인용 IH압력밥솥 CRP-DHB0660FDM 판매합니다.,거래중,"150,000원",등촌제1동,2026-08-26,0,2,0,36.5℃,번개장터판매자,생활가전,서울특별시 강서구 등촌제1동,[출처] 번개장터 | [상품상태] 중고 | [배송] 무료배송 | [태그] 쿠쿠 IH압력밥솥 6인용밥솥 쿠쿠전기압력밥솥 | [원문링크] https://m.bunjang.co.kr/products/425760883
밥솥,쿠쿠 밥솥,쿠쿠 3인용 전기밥솥 압력밥솥 CRP-EHS0310FW,거래중,"50,000원",잠실3동,2026-08-26,0,6,0,36.5℃,번개장터판매자,생활가전,서울특별시 송파구 잠실3동,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [태그] 쿠쿠전기밥솥 쿠쿠압력밥솥 전기밥솥 압력밥솥 | [원문링크] https://m.bunjang.co.kr/products/423873877
밥솥,쿠쿠 밥솥,쿠쿠 2인용 마시멜로 밥솥 퓨어 핑크 CR-0215MP,거래중,"35,000원",,2026-08-26,0,0,0,36.5℃,번개장터판매자,생활가전,,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [태그] 쿠쿠 2인용 마시멜로 밥솥 가정용 | [원문링크] https://m.bunjang.co.kr/products/425750699
밥솥,쿠쿠 밥솥,쿠쿠10인용 압력밥솥,거래중,"129,000원",호평동,2026-08-26,0,0,0,36.5℃,번개장터판매자,생활가전,경기도 남양주시 호평동,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [원문링크] https://m.bunjang.co.kr/products/425727534
밥솥,쿠쿠 밥솥,쿠쿠 전기압력밥솥 6인용 CRP-N068FR,거래중,"37,000원",고한읍,2026-08-26,0,1,0,36.5℃,번개장터판매자,생활가전,강원특별자치도 정선군 고한읍,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [원문링크] https://m.bunjang.co.kr/products/424668790
밥솥,쿠쿠 밥솥,쿠쿠IH 6인용밥솥,거래중,"160,000원",,2026-08-26,0,3,0,36.5℃,번개장터판매자,생활가전,,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [태그] 쿠쿠6인용밥솥 | [원문링크] https://m.bunjang.co.kr/products/391443423
밥솥,쿠쿠 밥솥,쿠쿠 6인용 압력밥솥,거래중,"72,000원",,2026-08-26,0,5,0,36.5℃,번개장터판매자,생활가전,,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [원문링크] https://m.bunjang.co.kr/products/424103474
밥솥,쿠쿠 밥솥,쿠쿠 스마트 IH 전기압력밥솥 CRP-CHS108FD (10인용),거래중,"90,000원",,2026-08-26,0,5,0,36.5℃,번개장터판매자,생활가전,,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [원문링크] https://m.bunjang.co.kr/products/403509614
밥솥,쿠쿠 밥솥,쿠쿠 6인용 IH압력밥솥 DHB0660FDM,거래중,"160,000원",,2026-08-26,0,5,0,36.5℃,번개장터판매자,생활가전,,[출처] 번개장터 | [상품상태] 중고 | [배송] 무료배송 | [원문링크] https://m.bunjang.co.kr/products/414269662
밥솥,쿠쿠 밥솥,쿠쿠 트윈프레셔 압력밥솥 10인용 RT108FC,거래중,"159,000원",,2026-08-26,0,3,0,36.5℃,번개장터판매자,생활가전,,[출처] 번개장터 | [상품상태] 중고 | [배송] 무료배송 | [원문링크] https://m.bunjang.co.kr/products/414269368
밥솥,쿠쿠 밥솥,쿠쿠밥솥 쿠첸 전기밥솥 압력밥솥,거래중,"25,000원",,2026-08-26,0,3,0,36.5℃,번개장터판매자,생활가전,,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [원문링크] https://m.bunjang.co.kr/products/403571719
밥솥,쿠쿠 밥솥,[무료배송]새제품 쿠쿠 IH 전기밥솥 6인용 블랙 브라운,거래중,"204,000원",,2026-08-26,0,2,0,36.5℃,번개장터판매자,생활가전,,[출처] 번개장터 | [상품상태] 새상품 | [배송] 무료배송 | [태그] 밥솥 쿠쿠전기밥솥 쿠쿠밥솥6인용 전기밥솥 쿠쿠압력밥솥 | [원문링크] https://m.bunjang.co.kr/products/424433863
밥솥,쿠쿠 밥솥,쿠쿠 IH 압력밥솥 6인용  팝니다,거래중,"67,000원",,2026-08-26,0,2,0,36.5℃,번개장터판매자,생활가전,,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [원문링크] https://m.bunjang.co.kr/products/298380933
밥솥,쿠쿠 밥솥,쿠쿠 IH 압력밥솥 3~4인용,거래중,"54,000원",용호제1동,2026-08-26,0,1,0,36.5℃,번개장터판매자,생활가전,부산광역시 남구 용호제1동,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [원문링크] https://m.bunjang.co.kr/products/424174770
밥솥,쿠쿠 밥솥,쿠쿠6인용압력밥솥,거래중,"63,000원",,2026-08-26,0,4,0,36.5℃,번개장터판매자,생활가전,,[출처] 번개장터 | [상품상태] 중고 | [배송] 배송비별도 | [태그] 쿠쿠 6인용 압력밥솥 | [원문링크] https://m.bunjang.co.kr/products/407849588
